FIRST,SECOND,THIRD,FOURTH,FIFTH,NEAR_FIRST,TWO,THREE
,,,714225,931006,,,
,,,549329,932623,,,
,,,389378,939956,,,
,,,648178,959155,,,
,,,641393,964566,,,
,,,831327,970061,,,
,,,041893,008174,,,
,,,077613,016882,,,
,,,085636,038104,,,
,,,096694,047901,,,
,,,103255,052621,,,
,,,103567,053679,,,
,,,155863,061233,,,
,,,156915,062291,,,
,,,164905,065951,,,
,,,173832,072683,,,
,,,193778,078923,,,
,,,204635,078979,,,
,,,205425,091434,,,
,,,220374,099644,,,
,,,221820,109222,,,
,,,255495,129335,,,
,,,267524,139167,,,
,,,275368,145462,,,
,,,292566,187227,,,
,,,301331,193366,,,
,,,305251,195134,,,
,,,363435,209744,,,
,,,379150,219880,,,
,,,434874,220139,,,
,,,446288,221179,,,
,,,468782,223146,,,
,,,520247,225993,,,
,,,533294,259294,,,
,,,546756,260044,,,
,,,577020,264037,,,
,,,624254,266082,,,
,,,628233,272306,,,
,,,639769,282710,,,
,,,653259,320254,,,
,,,679102,322936,,,
,,,708283,326874,,,
,,,728843,328949,,,
,,,779482,350222,,,
,,,786656,359586,,,
,,,823503,366442,,,
,,,834195,373356,,,
,,,840885,377816,,,
,,,848624,378102,,,
,,,895880,386258,,,
,,,898526,392717,,,
,,,943262,394599,,,
,,,945374,405363,,,
,,,958776,407004,,,
,,,961997,407664,,,
,,,974570,411529,,,
,,,009264,417985,,,
,,,083332,432042,,,
,,,134591,432197,,,
,,,217939,472487,,,
,,,276755,473113,,,
,,,394703,476711,,,
,,,489578,485310,,,
,,,626293,486177,,,
,,,783072,491034,,,
,,,954148,502160,,,
,,,010100,503428,,,
,,,088719,512707,,,
,,,142822,517327,,,
,,,246554,522542,,,
,,,332011,531066,,,
,,,438695,538755,,,
,,,498587,548689,,,
,,,658782,548734,,,
,,,796033,566407,,,
,,,971610,582637,,,
,,,037422,605525,,,
,,,120460,619459,,,
,,,164717,636298,,,
,,,260055,643103,,,
,,,347084,651657,,,
,,,450543,687349,,,
,,,593183,689439,,,
,,,691877,701068,,,
,,,843347,738284,,,
,,,971770,754711,,,
,,,039868,757443,,,
,,,123569,770242,,,
,,,213115,775204,,,
,,,263972,782444,,,
,,,376706,787652,,,
,,,472185,801054,,,
,,,604202,812448,,,
,,,704525,833935,,,
,,,881009,834253,,,
,,,974202,849129,,,
,,,067617,857823,,,
,,,125664,858478,,,
,,,215622,891605,,,
,,,274853,909385,,,
,,,383165,913405,,,
,,,472785,927311,,,
,,,606220,939220,,,
,,,730025,986535,,,
,,,918080,997062,,,
,,,993221,999101,,,
,,,622424,006994,,,
,,,476297,010168,,,
,,,204372,035522,,,
,,,173063,045872,,,
,,,041109,073065,,,
,,,360660,083648,,,
,,,808893,086307,,,
,,,580459,094256,,,
,,,430041,097821,,,
,,,297611,101287,,,
,,,356214,106499,,,
,,,159378,119770,,,
,,,417513,121086,,,
,,,934059,126733,,,
,,,821390,137204,,,
,,,298902,164420,,,
,,,777807,196279,,,
,,,442979,200926,,,
,,,274165,207617,,,
,,,194213,247436,,,
,,,893813,277849,,,
,,,699191,288893,,,
,,,482532,290757,,,
,,,112752,294451,,,
,,,481458,315747,,,
,,,696485,318051,,,
,,,794819,353043,,,
,,,842371,353512,,,
,,,148677,356106,,,
,,,499358,365676,,,
,,,182666,366293,,,
,,,516271,373532,,,
,,,465768,380949,,,
,,,559962,387532,,,
,,,229704,396874,,,
,,,483411,397998,,,
,,,285957,418006,,,
,,,230860,431866,,,
,,,646158,445044,,,
,,,154106,460221,,,
,,,768326,460796,,,
,,,099007,466308,,,
,,,746652,480947,,,
,,,770608,482552,,,
,,,912038,491436,,,
,,,600095,492447,,,
,,,491333,516255,,,
,,,985422,518408,,,
,,,798608,544319,,,
,,,193148,560542,,,
,,,012064,562843,,,
,,,056137,569201,,,
,,,399775,575221,,,
,,,945921,595872,,,
,,,782679,607805,,,
,,,113022,612260,,,
,,,854028,618429,,,
,,,242447,625805,,,
,,,014414,635895,,,
,,,231829,642043,,,
,,,668130,656744,,,
,,,414487,670559,,,
,,,077292,680829,,,
,,,756998,680967,,,
,,,918086,682087,,,
,,,854220,687112,,,
,,,072027,692951,,,
,,,261868,704035,,,
,,,976051,708851,,,
,,,362108,711663,,,
,,,780322,722492,,,
,,,881517,723420,,,
,,,311317,725557,,,
,,,919603,733727,,,
,,,636031,738245,,,
,,,769984,745710,,,
,,,534250,763690,,,
,,,464721,778438,,,
,,,629244,779671,,,
,,,694890,803873,,,
,,,987712,809033,,,
,,,279708,809056,,,
,,,742772,817430,,,
,,,844957,831804,,,
,,,862121,841452,,,
,,,816524,845795,,,
,,,947128,846115,,,
,,,861103,860460,,,
,,,859132,864496,,,
,,,751207,866989,,,
,,,538935,867514,,,
,,,704593,878541,,,
,,,594785,882904,,,
,,,216040,899314,,,
,,,235583,900857,,,
,,,506922,901606,,,
,,,996147,926127,,,
,,,530661,962455,,,
,,,184106,964572,,,
,,,716511,970407,,,
,,,875178,007527,,,
,,,439788,008928,,,
,,,817303,010306,,,
,,,089837,014095,,,
,,,017626,043310,,,
,,,307189,045389,,,
,,,284206,057638,,,
,,,431977,060527,,,
,,,215651,067064,,,
,,,251903,069836,,,
,,,900691,084325,,,
,,,280031,128464,,,
,,,602638,140860,,,
,,,873625,146650,,,
,,,273641,152223,,,
,,,892655,154714,,,
,,,306863,156763,,,
,,,756768,158245,,,
,,,860631,159636,,,
,,,455877,174708,,,
,,,740536,189164,,,
,,,049998,195602,,,
,,,649309,199754,,,
,,,860406,212344,,,
,,,660165,215736,,,
,,,461555,220683,,,
,,,210037,234516,,,
,,,241112,254959,,,
,,,083686,274745,,,
,,,709022,275037,,,
,,,807660,276981,,,
,,,547013,281863,,,
,,,376861,287834,,,
,,,383875,303355,,,
,,,852838,312011,,,
,,,709237,315696,,,
,,,484013,317078,,,
,,,525361,341923,,,
,,,837372,354483,,,
,,,397041,395333,,,
,,,422564,400578,,,
,,,690466,413272,,,
,,,364110,431545,,,
,,,255766,435836,,,
,,,596325,441829,,,
,,,563506,446131,,,
,,,409975,457466,,,
,,,955052,458738,,,
,,,169663,500401,,,
,,,168875,502334,,,
,,,035635,506634,,,
,,,052860,507238,,,
,,,106479,512135,,,
,,,108526,512611,,,
,,,155599,516270,,,
,,,156831,517790,,,
,,,216950,534468,,,
,,,246296,539638,,,
,,,259087,544170,,,
,,,269297,549273,,,
,,,367097,553829,,,
,,,374819,584832,,,
,,,376101,587071,,,
,,,378187,588027,,,
,,,408466,598026,,,
,,,413142,598089,,,
,,,416741,636083,,,
,,,418427,636809,,,
,,,421053,656183,,,
,,,451637,656676,,,
,,,468567,695632,,,
,,,551566,699464,,,
,,,563263,702248,,,
,,,579025,706965,,,
,,,586241,732792,,,
,,,601005,733506,,,
,,,615486,757310,,,
,,,616270,769021,,,
,,,625516,771129,,,
,,,637667,776714,,,
,,,700265,787155,,,
,,,713700,797940,,,
,,,748027,799701,,,
,,,748789,808739,,,
,,,757503,811301,,,
,,,776290,846635,,,
,,,796946,846663,,,
,,,797887,847102,,,
,,,800818,847387,,,
,,,835704,849953,,,
,,,853435,865356,,,
,,,855876,875404,,,
,,,875025,887441,,,
,,,878118,894554,,,
,,,879884,898916,,,
,,,914833,930333,,,
,,,924705,974001,,,
,,,952989,986535,,,
,,,970377,987527,,,
,,,970868,990609,,,
,,,920951,002449,,,
,,,097054,002774,,,
,,,680387,010691,,,
,,,253744,011510,,,
,,,516537,021323,,,
,,,013299,075294,,,
,,,485132,079564,,,
,,,172736,088868,,,
,,,010032,096580,,,
,,,971223,104849,,,
,,,941838,106016,,,
,,,503818,108455,,,
,,,888714,119961,,,
,,,071274,147546,,,
,,,392119,190742,,,
,,,146084,197809,,,
,,,725398,201333,,,
,,,699247,266924,,,
,,,712334,268272,,,
,,,406661,273093,,,
,,,313936,275343,,,
,,,170411,275907,,,
,,,093175,295926,,,
,,,896546,308620,,,
,,,019427,332449,,,
,,,968045,337939,,,
,,,273095,344257,,,
,,,238338,352808,,,
,,,499342,356247,,,
,,,793861,361389,,,
,,,863748,363852,,,
,,,071506,364784,,,
,,,682581,379963,,,
,,,629357,381425,,,
,,,994111,390416,,,
,,,161103,397175,,,
,,,641050,405733,,,
,,,172590,467844,,,
,,,610529,481716,,,
,,,430076,483466,,,
,,,042178,486435,,,
,,,878484,488434,,,
,,,426635,494640,,,
,,,234661,496480,,,
,,,565596,497635,,,
,,,355311,501777,,,
,,,626024,503319,,,
,,,367089,510201,,,
,,,543000,521689,,,
,,,890452,530969,,,
,,,004969,532099,,,
,,,126096,536703,,,
,,,183684,546577,,,
,,,267661,546818,,,
,,,424100,561486,,,
,,,549070,567036,,,
,,,661675,589424,,,
,,,807187,602632,,,
,,,844778,617445,,,
,,,933186,623352,,,
,,,049201,630697,,,
,,,138203,632601,,,
,,,221359,635460,,,
,,,343651,645890,,,
,,,462939,648545,,,
,,,595084,649104,,,
,,,676765,652424,,,
,,,819551,662139,,,
,,,846552,662960,,,
,,,954486,678748,,,
,,,071318,734831,,,
,,,149268,735857,,,
,,,235426,741581,,,
,,,383667,745922,,,
,,,499894,746368,,,
,,,607591,748813,,,
,,,689815,752342,,,
,,,822365,768821,,,
,,,872200,780338,,,
,,,959502,782337,,,
,,,087044,783458,,,
,,,179517,788463,,,
,,,239271,798356,,,
,,,398158,813310,,,
,,,512115,823328,,,
,,,610231,825472,,,
,,,746831,826736,,,
,,,831441,863841,,,
,,,904216,887534,,,
,,,962421,893591,,,
,,,117488,895111,,,
,,,181287,908046,,,
,,,241706,913176,,,
,,,406890,919811,,,
,,,524517,936583,,,
,,,611485,936908,,,
,,,751933,937043,,,
,,,838473,941622,,,
,,,906309,953750,,,
,,,981544,966076,,,
,,,237658,008828,,,
,,,108778,015718,,,
,,,920039,019812,,,
,,,100812,038442,,,
,,,909188,045866,,,
,,,893900,065846,,,
,,,954549,066482,,,
,,,801283,066854,,,
,,,470056,068330,,,
,,,740788,088886,,,
,,,383929,091686,,,
,,,918511,104372,,,
,,,360617,108903,,,
,,,883434,118616,,,
,,,695350,123671,,,
,,,080125,128520,,,
,,,383081,135218,,,
,,,818596,174736,,,
,,,196717,188705,,,
,,,593359,195207,,,
,,,337859,205276,,,
,,,485544,221388,,,
,,,990324,228764,,,
,,,034896,225025,,,
,,,746024,228983,,,
,,,525200,252185,,,
,,,704752,255004,,,
,,,666129,259277,,,
,,,127145,267746,,,
,,,874545,286514,,,
,,,153828,294372,,,
,,,075924,302246,,,
,,,396403,308021,,,
,,,126892,308221,,,
,,,059239,312616,,,
,,,132862,314235,,,
,,,370299,344827,,,
,,,590940,346936,,,
,,,890620,367115,,,
,,,904872,400525,,,
,,,971454,409815,,,
,,,440782,415197,,,
,,,018790,432295,,,
,,,828624,447389,,,
,,,268525,449390,,,
,,,837110,459181,,,
,,,111912,467654,,,
,,,386560,471345,,,
,,,729500,488917,,,
,,,568582,494602,,,
,,,008114,496194,,,
,,,114314,511966,,,
,,,173329,521461,,,
,,,288722,533768,,,
,,,352799,537343,,,
,,,440360,546386,,,
,,,574048,550816,,,
,,,698896,546151,,,
,,,786155,551821,,,
,,,956172,571951,,,
,,,031352,574440,,,
,,,117470,587407,,,
,,,176341,588265,,,
,,,310806,630825,,,
,,,356979,632007,,,
,,,501062,634204,,,
,,,577997,637607,,,
,,,712546,650026,,,
,,,811808,669146,,,
,,,958107,672133,,,
,,,040781,674210,,,
,,,118117,679265,,,
,,,231971,701744,,,
,,,317631,718578,,,
,,,384157,730622,,,
,,,525593,730215,,,
,,,595777,738451,,,
,,,737043,747522,,,
,,,819260,761255,,,
,,,984568,786083,,,
,,,069230,804765,,,
,,,119166,817717,,,
,,,247563,820056,,,
,,,317938,820935,,,
,,,403158,826235,,,
,,,537836,829645,,,
,,,653633,860230,,,
,,,757343,861285,,,
,,,831205,863854,,,
,,,988171,864125,,,
,,,086093,877078,,,
,,,171410,878427,,,
,,,253384,880125,,,
,,,350536,893758,,,
,,,431707,896652,,,
,,,572028,904390,,,
,,,678823,924091,,,
,,,785061,929422,,,
,,,892983,946764,,,
,,,990220,975694,,,
,,,116975,274331,,,
,,,480855,380553,,,
,,,529824,016339,,,
,,,486269,261629,,,
,,,448192,402096,,,
,,,305643,788666,,,
,,,051670,418410,,,
,,,009133,234811,,,
,,,141171,297447,,,
,,,227797,708691,,,
,,,115606,874484,,,
,,,528621,359517,,,
,,,491660,321941,,,
,,,847379,542395,,,
,,,041519,943013,,,
,,,170482,933535,,,
,,,811039,498385,,,
,,,058209,315142,,,
,,,499802,615130,,,
,,,821911,398161,,,
,,,573135,033402,,,
,,,372302,210716,,,
,,,276434,165565,,,
,,,112443,073708,,,
,,,326888,223107,,,
,,,450333,554589,,,
,,,480558,216131,,,
,,,983312,541363,,,
,,,008586,852114,,,
,,,464465,206457,,,
,,,974508,666765,,,
,,,870861,165087,,,
,,,914896,767594,,,
,,,776979,126040,,,
,,,724919,773217,,,
,,,005625,291951,,,
,,,574641,026440,,,
,,,731485,336329,,,
,,,590586,651357,,,
,,,848406,662161,,,
,,,710275,219069,,,
,,,604265,156373,,,
,,,351122,651972,,,
,,,491588,250484,,,
,,,673273,182062,,,
,,,915079,229457,,,
,,,130666,286759,,,
,,,824178,271928,,,
,,,981940,896337,,,
,,,396191,876452,,,
,,,004062,916583,,,
,,,075272,073472,,,
,,,168583,354524,,,
,,,229880,027307,,,
,,,300600,198890,,,
,,,447352,568392,,,
,,,572918,199323,,,
,,,637153,817655,,,
,,,794162,097829,,,
,,,887265,336562,,,
,,,032434,263054,,,
,,,096288,938210,,,
,,,175016,210548,,,
,,,258529,452815,,,
,,,346439,488075,,,
,,,455986,590093,,,
,,,574585,847152,,,
,,,643331,957593,,,
,,,832972,437105,,,
,,,914419,580533,,,
,,,052939,819497,,,
,,,107106,685754,,,
,,,200560,513862,,,
,,,266903,628908,,,
,,,354583,301785,,,
,,,471269,290426,,,
,,,581869,569536,,,
,,,692263,043031,,,
,,,851753,913878,,,
,,,936102,893155,,,
,,,054089,485236,,,
,,,115855,524492,,,
,,,205098,814386,,,
,,,291339,795457,,,
,,,364151,765845,,,
,,,558630,343138,,,
,,,592089,799109,,,
,,,764703,274788,,,
,,,853331,256319,,,
,,,960633,124572,,,
,,,062579,759652,,,
,,,147017,673287,,,
,,,216712,815869,,,
,,,295220,079057,,,
,,,406035,002061,,,
,,,565601,574503,,,
,,,599802,574606,,,
,,,766790,218282,,,
,,,885662,085595,,,
,,,975685,477739,,,
,,,007283,012746,,,
,,,063574,014917,,,
,,,219734,018920,,,
,,,337807,029321,,,
,,,428611,029770,,,
,,,566598,030591,,,
,,,655589,032187,,,
,,,716046,045266,,,
,,,776735,056560,,,
,,,893761,069468,,,
,,,036845,075789,,,
,,,080025,088802,,,
,,,259271,090793,,,
,,,359828,098855,,,
,,,434204,102412,,,
,,,607883,106773,,,
,,,662042,114975,,,
,,,720601,123233,,,
,,,778129,133272,,,
,,,927510,140124,,,
,,,046948,141790,,,
,,,091316,148765,,,
,,,304496,158682,,,
,,,373008,175680,,,
,,,492914,201537,,,
,,,628866,224920,,,
,,,667166,225124,,,
,,,733213,228290,,,
,,,787203,240131,,,
,,,956547,241221,,,
,,,057235,243899,,,
,,,178514,258763,,,
,,,313927,303199,,,
,,,381502,312924,,,
,,,510671,320388,,,
,,,629505,332772,,,
,,,678261,343121,,,
,,,747197,347629,,,
,,,869498,357667,,,
,,,977322,365441,,,
,,,059896,378983,,,
,,,200165,396780,,,
,,,329052,402256,,,
,,,427110,404098,,,
,,,550817,406669,,,
,,,629661,409444,,,
,,,713221,412175,,,
,,,747494,415366,,,
,,,893627,425161,,,
,,,999889,455875,,,
,,,014670,459781,,,
,,,083881,482721,,,
,,,152371,493963,,,
,,,283095,509048,,,
,,,312654,509575,,,
,,,389769,525522,,,
,,,472285,528753,,,
,,,591703,539724,,,
,,,702151,541748,,,
,,,868188,559794,,,
,,,014977,575668,,,
,,,089430,577815,,,
,,,159286,578353,,,
,,,288443,590513,,,
,,,318319,603402,,,
,,,397293,606927,,,
,,,474482,609932,,,
,,,611484,613387,,,
,,,714852,638880,,,
,,,868784,642722,,,
,,,032350,651578,,,
,,,114381,665235,,,
,,,184335,694055,,,
,,,289590,703174,,,
,,,346992,714171,,,
,,,441726,715618,,,
,,,483101,727647,,,
,,,639178,783844,,,
,,,781143,776379,,,
,,,883050,778342,,,
,,,032732,804127,,,
,,,118641,812588,,,
,,,209268,826662,,,
,,,300967,852173,,,
,,,371222,853395,,,
,,,448014,865831,,,
,,,522647,868526,,,
,,,652362,888857,,,
,,,860524,894687,,,
,,,888200,906029,,,
,,,045636,911339,,,
,,,125559,920047,,,
,,,279049,921880,,,
,,,307804,922508,,,
,,,376408,922620,,,
,,,468247,927026,,,
,,,554316,929536,,,
,,,673403,945453,,,
,,,866003,962469,,,
,,,983252,985322,,,
,,,031458,936327,,,
,,,063914,228274,,,
,,,213295,341428,,,
,,,269824,195462,,,
,,,465052,647474,,,
,,,547611,829396,,,
,,,595703,430757,,,
,,,774841,998670,,,
,,,877998,491949,,,
,,,973460,727803,,,
,,,033826,285960,,,
,,,079547,448459,,,
,,,224592,081939,,,
,,,307946,108418,,,
,,,487786,747735,,,
,,,558026,882633,,,
,,,612374,528153,,,
,,,795522,914594,,,
,,,882151,757300,,,
,,,982149,874069,,,
,,,038849,371621,,,
,,,091105,746370,,,
,,,230580,650902,,,
,,,344606,377325,,,
,,,508158,547191,,,
,,,579795,407562,,,
,,,620673,090265,,,
,,,841119,191270,,,
,,,892981,866543,,,
,,,990978,288932,,,
,,,040607,935818,,,
,,,151917,996829,,,
,,,239853,895947,,,
,,,371119,313386,,,
,,,535109,920992,,,
,,,589251,854803,,,
,,,700639,044963,,,
,,,863746,713277,,,
,,,917719,418312,,,
,,,998435,548722,,,
,,,061338,735439,,,
,,,207766,285751,,,
,,,264533,483712,,,
,,,380643,125653,,,
,,,537330,362997,,,
,,,594144,926530,,,
,,,753079,008118,,,
,,,874755,325231,,,
,,,923497,379252,,,
,,,999244,461661,,,
,,,021029,492572,,,
,,,055562,814755,,,
,,,065784,940873,,,
,,,109269,187215,,,
,,,111613,206170,,,
,,,132475,288369,,,
,,,188237,102570,,,
,,,248127,959185,,,
,,,272557,078044,,,
,,,280433,656487,,,
,,,295683,629747,,,
,,,333075,604123,,,
,,,357939,531593,,,
,,,364264,317835,,,
,,,375430,232060,,,
,,,376952,037670,,,
,,,380267,919088,,,
,,,381360,428503,,,
,,,412553,877033,,,
,,,413209,434773,,,
,,,414691,942319,,,
,,,443201,209049,,,
,,,506730,454416,,,
,,,524202,485973,,,
,,,542181,992391,,,
,,,546080,176196,,,
,,,546609,824340,,,
,,,563274,362687,,,
,,,599096,029482,,,
,,,628418,434722,,,
,,,628478,361660,,,
,,,635814,828754,,,
,,,651017,640342,,,
,,,651522,823505,,,
,,,659179,065021,,,
,,,664953,427046,,,
,,,671806,039596,,,
,,,694512,389338,,,
,,,696381,945493,,,
,,,702837,605450,,,
,,,717211,934479,,,
,,,729985,415801,,,
,,,734820,122670,,,
,,,739080,124657,,,
,,,780140,606140,,,
,,,817507,530594,,,
,,,856671,161745,,,
,,,899553,206544,,,
,,,910657,271764,,,
,,,916803,819036,,,
,,,392991,000151,,,
,,,316081,019981,,,
,,,289593,028222,,,
,,,938292,048832,,,
,,,562861,053488,,,
,,,757301,054127,,,
,,,168721,073144,,,
,,,532586,079801,,,
,,,770121,081236,,,
,,,952299,096497,,,
,,,475965,108018,,,
,,,893619,117227,,,
,,,064668,125399,,,
,,,637204,129770,,,
,,,916613,153415,,,
,,,036229,168715,,,
,,,624291,174215,,,
,,,496246,206067,,,
,,,585621,206170,,,
,,,156364,231794,,,
,,,623613,239627,,,
,,,692706,251968,,,
,,,348031,265556,,,
,,,465055,268445,,,
,,,776377,270245,,,
,,,612930,303759,,,
,,,373157,308788,,,
,,,983261,329371,,,
,,,772293,334162,,,
,,,145118,341572,,,
,,,495006,365574,,,
,,,051291,370289,,,
,,,083285,373514,,,
,,,816872,378982,,,
,,,534921,410437,,,
,,,729970,412770,,,
,,,204875,417434,,,
,,,060894,462112,,,
,,,849342,463648,,,
,,,252072,468818,,,
,,,259894,470345,,,
,,,284985,481153,,,
,,,346456,498335,,,
,,,571656,502358,,,
,,,670604,513925,,,
,,,008222,517308,,,
,,,111765,521361,,,
,,,985349,522925,,,
,,,605497,528982,,,
,,,360427,530288,,,
,,,278086,534079,,,
,,,810297,537136,,,
,,,322027,545087,,,
,,,079970,580771,,,
,,,716033,590672,,,
,,,653812,596199,,,
,,,742249,608492,,,
,,,874967,626199,,,
,,,160366,628569,,,
,,,403769,633731,,,
,,,886182,638151,,,
,,,603171,651389,,,
,,,929439,676095,,,
,,,965626,677789,,,
,,,850098,696422,,,
,,,711243,699890,,,
,,,298678,709004,,,
,,,397768,731721,,,
,,,407522,754209,,,
,,,153705,756037,,,
,,,300748,759183,,,
,,,246342,766766,,,
,,,912192,783605,,,
,,,119927,793203,,,
,,,781144,794081,,,
,,,810206,803859,,,
,,,081079,812513,,,
,,,074599,815945,,,
,,,000447,827859,,,
,,,880074,837684,,,
,,,587021,856732,,,
,,,166367,856979,,,
,,,082545,873513,,,
,,,526398,883638,,,
,,,812160,884519,,,
,,,284336,890192,,,
,,,542606,897098,,,
,,,898894,906244,,,
,,,708539,913059,,,
,,,826911,935104,,,
,,,612522,935516,,,
,,,483881,941730,,,
,,,188237,942144,,,
,,,393904,949703,,,
,,,953573,961743,,,
,,,964590,961914,,,
,,,815464,970721,,,
,,,851467,973945,,,
,,,914709,985280,,,
,,,532811,991262,,,
,,,323541,004452,,,
,,,234259,042960,,,
,,,129532,051708,,,
,,,925025,056703,,,
,,,271952,076851,,,
,,,375546,086916,,,
,,,807429,098831,,,
,,,973621,099398,,,
,,,605667,103396,,,
,,,135307,105868,,,
,,,497551,121382,,,
,,,928267,129763,,,
,,,831329,138136,,,
,,,711525,145750,,,
,,,946794,148788,,,
,,,000680,151804,,,
,,,538395,161607,,,
,,,441194,192677,,,
,,,813280,194909,,,
,,,708942,199186,,,
,,,147785,205198,,,
,,,521027,227778,,,
,,,153108,250684,,,
,,,746627,254893,,,
,,,326167,269662,,,
,,,181559,282183,,,
,,,707704,289776,,,
,,,715686,331670,,,
,,,713610,343249,,,
,,,201394,361323,,,
,,,362363,370098,,,
,,,391791,397228,,,
,,,581416,399652,,,
,,,973062,414505,,,
,,,498234,416562,,,
,,,739050,417280,,,
,,,462186,430476,,,
,,,587387,435102,,,
,,,026381,443875,,,
,,,799881,451141,,,
,,,694416,477382,,,
,,,555889,481576,,,
,,,976980,485354,,,
,,,116933,489178,,,
,,,730171,494537,,,
,,,417235,498152,,,
,,,389714,500666,,,
,,,313439,511149,,,
,,,427353,530794,,,
,,,866530,531097,,,
,,,187539,538527,,,
,,,025640,544758,,,
,,,055153,567684,,,
,,,581240,581841,,,
,,,779533,600820,,,
,,,897501,606228,,,
,,,220742,616877,,,
,,,715679,621454,,,
,,,178384,638907,,,
,,,247829,643340,,,
,,,445985,650538,,,
,,,799758,660904,,,
,,,104075,666593,,,
,,,945199,673057,,,
,,,858577,675399,,,
,,,456537,685311,,,
,,,614210,686414,,,
,,,408349,700459,,,
,,,706011,725489,,,
,,,064947,759086,,,
,,,158489,784364,,,
,,,236731,788387,,,
,,,022214,790118,,,
,,,492315,798778,,,
,,,419418,813367,,,
,,,126472,819441,,,
,,,293499,824969,,,
,,,607213,830625,,,
,,,342022,842798,,,
,,,430572,848477,,,
,,,829388,854098,,,
,,,373119,863117,,,
,,,932417,876866,,,
,,,350403,882727,,,
,,,791151,884835,,,
,,,241552,891561,,,
,,,301737,906605,,,
,,,864075,909207,,,
,,,336670,910168,,,
,,,194725,911172,,,
,,,612379,919107,,,
,,,434850,919447,,,
,,,465385,924834,,,
,,,728441,926863,,,
,,,914135,953602,,,
,,,600135,955130,,,
,,,588817,959153,,,
,,,250780,971198,,,
,,,624757,995198,,,
,,,279801,998182,,,
,,,442889,001437,,,
,,,444115,026501,,,
,,,300010,046108,,,
,,,048398,062417,,,
,,,123267,069248,,,
,,,212294,078135,,,
,,,858263,096948,,,
,,,171859,097026,,,
,,,195532,097154,,,
,,,045570,113670,,,
,,,931697,123529,,,
,,,875094,129749,,,
,,,427019,133836,,,
,,,474797,167536,,,
,,,208850,168032,,,
,,,861952,180593,,,
,,,958992,206979,,,
,,,452160,224470,,,
,,,608383,234077,,,
,,,645356,237788,,,
,,,787604,242467,,,
,,,235127,264838,,,
,,,183350,266732,,,
,,,145746,274400,,,
,,,341914,282254,,,
,,,227728,289417,,,
,,,478179,293745,,,
,,,630770,299870,,,
,,,000041,306313,,,
,,,268376,307592,,,
,,,517608,310615,,,
,,,454268,310931,,,
,,,585688,311621,,,
,,,376336,327906,,,
,,,164111,330065,,,
,,,168461,344069,,,
,,,872244,371821,,,
,,,334825,387554,,,
,,,968981,398546,,,
,,,550374,404025,,,
,,,050594,408630,,,
,,,071290,412953,,,
,,,542929,447220,,,
,,,909234,456275,,,
,,,363457,459146,,,
,,,419917,464855,,,
,,,883009,472775,,,
,,,573443,481873,,,
,,,233217,485569,,,
,,,231092,493385,,,
,,,867974,510843,,,
,,,395006,512562,,,
,,,803203,514863,,,
,,,116559,515092,,,
,,,825525,526420,,,
,,,171591,555623,,,
,,,963290,558154,,,
,,,795664,562558,,,
,,,855217,577567,,,
,,,731205,581788,,,
,,,252857,595552,,,
,,,905860,616334,,,
,,,478821,628777,,,
,,,012535,632866,,,
,,,548865,639071,,,
,,,794810,645519,,,
,,,464099,657762,,,
,,,246140,657938,,,
,,,949846,680702,,,
,,,410184,684343,,,
,,,013517,688832,,,
,,,708562,699977,,,
,,,628271,733034,,,
,,,152661,750799,,,
,,,339148,763818,,,
,,,002701,771653,,,
,,,007539,783738,,,
,,,491727,794279,,,
,,,350616,799848,,,
,,,611906,818700,,,
,,,726094,823482,,,
,,,931713,850874,,,
,,,327473,850996,,,
,,,888563,853919,,,
,,,886960,860573,,,
,,,120820,866313,,,
,,,748250,876991,,,
,,,416569,877431,,,
,,,481946,882480,,,
,,,636432,910520,,,
,,,956707,914753,,,
,,,602393,915774,,,
,,,060636,946886,,,
,,,559608,951258,,,
,,,777676,960398,,,
,,,244470,967293,,,
,,,283860,972890,,,
,,,868907,978695,,,
,,,552378,979283,,,
,,,840523,984278,,,
,,,008252,015710,,,
,,,058946,036994,,,
,,,244457,039165,,,
,,,324725,058945,,,
,,,390886,083372,,,
,,,470952,096483,,,
,,,512280,107930,,,
,,,572405,110128,,,
,,,617448,110945,,,
,,,875007,127497,,,
,,,016074,166394,,,
,,,060264,167174,,,
,,,247675,186822,,,
,,,345779,193386,,,
,,,394170,193793,,,
,,,477243,195278,,,
,,,528492,210491,,,
,,,580041,236075,,,
,,,687242,256183,,,
,,,875507,260649,,,
,,,029830,265008,,,
,,,093016,277428,,,
,,,265815,294394,,,
,,,357785,295302,,,
,,,395828,295383,,,
,,,497791,303999,,,
,,,539103,304460,,,
,,,581419,341270,,,
,,,757410,352078,,,
,,,887660,372329,,,
,,,045286,379612,,,
,,,100579,396140,,,
,,,272588,410140,,,
,,,362527,412407,,,
,,,439836,414092,,,
,,,503329,422147,,,
,,,540981,422176,,,
,,,587399,441966,,,
,,,765593,452188,,,
,,,901089,473287,,,
,,,046831,483364,,,
,,,160655,516449,,,
,,,314470,526623,,,
,,,366277,553913,,,
,,,453182,557620,,,
,,,504781,571382,,,
,,,549126,586979,,,
,,,608529,590450,,,
,,,860215,596362,,,
,,,944484,610741,,,
,,,345541,617361,,,
,,,675634,618041,,,
,,,240354,620312,,,
,,,124121,624557,,,
,,,263978,643098,,,
,,,293437,648931,,,
